issuer,folder,pdf_filename,title_gss,ml_pred,ml_class,confidence,top_env,top_soc,needs_review,sector_keys,framing_body,framing_title,pdf_full_path
PTPP,20240625_PTPP_Penyampaian Prospektus,20240625_PTPP_Penyampaian Prospektus_Informasi Tambahan_31674541.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240625_PTPP_Penyampaian Prospektus\20240625_PTPP_Penyampaian Prospektus_Informasi Tambahan_31674541.pdf
PTPP,20240625_PTPP_Penyampaian Prospektus,20240625_PTPP_Penyampaian Prospektus_Informasi Tambahan_31674541_lamp1.pdf,False,NonGSS,obligasi_biasa,0.7000,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240625_PTPP_Penyampaian Prospektus\20240625_PTPP_Penyampaian Prospektus_Informasi Tambahan_31674541_lamp1.pdf
ADHI,20240701_ADHI_Penyampaian Prospektus,20240701_ADHI_Penyampaian Prospektus_Informasi Tambahan_31677785.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240701_ADHI_Penyampaian Prospektus\20240701_ADHI_Penyampaian Prospektus_Informasi Tambahan_31677785.pdf
ADHI,20240701_ADHI_Penyampaian Prospektus,20240701_ADHI_Penyampaian Prospektus_Informasi Tambahan_31677785_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240701_ADHI_Penyampaian Prospektus\20240701_ADHI_Penyampaian Prospektus_Informasi Tambahan_31677785_lamp1.pdf
TBIG,20241112_TBIG_Penyampaian Prospektus,20241112_TBIG_Penyampaian Prospektus_Informasi Tambahan_31767269_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8000,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20241112_TBIG_Penyampaian Prospektus\20241112_TBIG_Penyampaian Prospektus_Informasi Tambahan_31767269_lamp1.pdf
TBIG,20241112_TBIG_Penyampaian Prospektus,20241112_TBIG_Penyampaian Prospektus_Informasi Tambahan_31767269_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20241112_TBIG_Penyampaian Prospektus\20241112_TBIG_Penyampaian Prospektus_Informasi Tambahan_31767269_lamp2.pdf
MEDC,20241204_MEDC_Penyampaian Prospektus,20241204_MEDC_Penyampaian Prospektus_Informasi Tambahan_31805187_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20241204_MEDC_Penyampaian Prospektus\20241204_MEDC_Penyampaian Prospektus_Informasi Tambahan_31805187_lamp1.pdf
TBIG,20250122_TBIG_Penyampaian Prospektus,20250122_TBIG_Penyampaian Prospektus_Informasi Tambahan_31847461_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250122_TBIG_Penyampaian Prospektus\20250122_TBIG_Penyampaian Prospektus_Informasi Tambahan_31847461_lamp1.pdf
TBIG,20250122_TBIG_Penyampaian Prospektus,20250122_TBIG_Penyampaian Prospektus_Informasi Tambahan_31847461_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250122_TBIG_Penyampaian Prospektus\20250122_TBIG_Penyampaian Prospektus_Informasi Tambahan_31847461_lamp2.pdf
TBIG,20250305_TBIG_Penyampaian Prospektus,20250305_TBIG_Penyampaian Prospektus_Informasi Tambahan_31866371_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250305_TBIG_Penyampaian Prospektus\20250305_TBIG_Penyampaian Prospektus_Informasi Tambahan_31866371_lamp1.pdf
TBIG,20250305_TBIG_Penyampaian Prospektus,20250305_TBIG_Penyampaian Prospektus_Informasi Tambahan_31866371_lamp2.pdf,False,NonGSS,obligasi_biasa,0.7900,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250305_TBIG_Penyampaian Prospektus\20250305_TBIG_Penyampaian Prospektus_Informasi Tambahan_31866371_lamp2.pdf
MEDC,20250422_MEDC_Penyampaian Prospektus,20250422_MEDC_Penyampaian Prospektus_Informasi Tambahan_31876946_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250422_MEDC_Penyampaian Prospektus\20250422_MEDC_Penyampaian Prospektus_Informasi Tambahan_31876946_lamp1.pdf
MEDC,20250422_MEDC_Penyampaian Prospektus,20250422_MEDC_Penyampaian Prospektus_Informasi Tambahan_31876946_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250422_MEDC_Penyampaian Prospektus\20250422_MEDC_Penyampaian Prospektus_Informasi Tambahan_31876946_lamp2.pdf
TBIG,20250620_TBIG_Penyampaian Bukti Iklan Prospektus Ringkas Penawaran Umum Ber,20250620_TBIG_Penyampaian Bukti Iklan_31897038_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250620_TBIG_Penyampaian Bukti Iklan Prospektus Ringkas Penawaran Umum Ber\20250620_TBIG_Penyampaian Bukti Iklan_31897038_lamp2.pdf
TBIG,20250620_TBIG_Prospektus Ringkas Penawaran Umum Berkelanjutan Obligasi Berk,20250620_TBIG_Laporan Informasi dan Fakta Material_31897035_lamp1.pdf,False,NonGSS,obligasi_biasa,0.7500,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250620_TBIG_Prospektus Ringkas Penawaran Umum Berkelanjutan Obligasi Berk\20250620_TBIG_Laporan Informasi dan Fakta Material_31897035_lamp1.pdf
TBIG,20250620_TBIG_Prospektus Ringkas Penawaran Umum Berkelanjutan Obligasi Berk,20250620_TBIG_Laporan Informasi dan Fakta Material_31897035_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250620_TBIG_Prospektus Ringkas Penawaran Umum Berkelanjutan Obligasi Berk\20250620_TBIG_Laporan Informasi dan Fakta Material_31897035_lamp2.pdf
TBIG,20250630_TBIG_Informasi Tambahan Dan_Atau Perbaikan Atas Prospektus Ringkas,20250630_TBIG_Laporan Informasi dan Fakta Material_31909435_lamp1.pdf,False,NonGSS,obligasi_biasa,0.7400,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250630_TBIG_Informasi Tambahan Dan_Atau Perbaikan Atas Prospektus Ringkas\20250630_TBIG_Laporan Informasi dan Fakta Material_31909435_lamp1.pdf
TBIG,20250630_TBIG_Penyampaian Bukti Iklan Informasi Tambahan Dan_Atau Perbaikan,20250630_TBIG_Penyampaian Bukti Iklan_31909446_lamp3.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250630_TBIG_Penyampaian Bukti Iklan Informasi Tambahan Dan_Atau Perbaikan\20250630_TBIG_Penyampaian Bukti Iklan_31909446_lamp3.pdf
TOWR,20250702_TOWR_Penyampaian Prospektus,20250702_TOWR_Penyampaian Prospektus_Informasi Tambahan_31910612_lamp2.pdf,None,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250702_TOWR_Penyampaian Prospektus\20250702_TOWR_Penyampaian Prospektus_Informasi Tambahan_31910612_lamp2.pdf
TOWR,20250702_TOWR_Penyampaian Prospektus,20250702_TOWR_Penyampaian Prospektus_Informasi Tambahan_31910612_lamp4.pdf,None,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250702_TOWR_Penyampaian Prospektus\20250702_TOWR_Penyampaian Prospektus_Informasi Tambahan_31910612_lamp4.pdf
JSMR,20250820_JSMR_Penyampaian Prospektus,20250820_JSMR_Penyampaian Prospektus_Informasi Tambahan_31934082.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250820_JSMR_Penyampaian Prospektus\20250820_JSMR_Penyampaian Prospektus_Informasi Tambahan_31934082.pdf
JSMR,20250820_JSMR_Penyampaian Prospektus,20250820_JSMR_Penyampaian Prospektus_Informasi Tambahan_31934082_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20250820_JSMR_Penyampaian Prospektus\20250820_JSMR_Penyampaian Prospektus_Informasi Tambahan_31934082_lamp2.pdf
TBIG,20251106_TBIG_Penyampaian Prospektus,20251105_TBIG_Penyampaian Prospektus_Informasi Tambahan_31982793_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20251106_TBIG_Penyampaian Prospektus\20251105_TBIG_Penyampaian Prospektus_Informasi Tambahan_31982793_lamp1.pdf
TBIG,20251106_TBIG_Penyampaian Prospektus,20251105_TBIG_Penyampaian Prospektus_Informasi Tambahan_31982793_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20251106_TBIG_Penyampaian Prospektus\20251105_TBIG_Penyampaian Prospektus_Informasi Tambahan_31982793_lamp2.pdf
TBIG,20251119_TBIG_Penyampaian Prospektus,20251119_TBIG_Penyampaian Prospektus_Informasi Tambahan_31986440_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8400,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20251119_TBIG_Penyampaian Prospektus\20251119_TBIG_Penyampaian Prospektus_Informasi Tambahan_31986440_lamp1.pdf
TBIG,20251119_TBIG_Penyampaian Prospektus,20251119_TBIG_Penyampaian Prospektus_Informasi Tambahan_31986440_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8700,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20251119_TBIG_Penyampaian Prospektus\20251119_TBIG_Penyampaian Prospektus_Informasi Tambahan_31986440_lamp2.pdf
TBIG,20251128_TBIG_Penyampaian Prospektus,20251128_TBIG_Penyampaian Prospektus_Informasi Tambahan_31988275.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20251128_TBIG_Penyampaian Prospektus\20251128_TBIG_Penyampaian Prospektus_Informasi Tambahan_31988275.pdf
TBIG,20260127_TBIG_Penyampaian Prospektus,20260127_TBIG_Penyampaian Prospektus_Informasi Tambahan_32022440_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8300,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20260127_TBIG_Penyampaian Prospektus\20260127_TBIG_Penyampaian Prospektus_Informasi Tambahan_32022440_lamp2.pdf
JSMR,20260129_JSMR_Penyampaian Prospektus,20260129_JSMR_Penyampaian Prospektus_Informasi Tambahan_32022961.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20260129_JSMR_Penyampaian Prospektus\20260129_JSMR_Penyampaian Prospektus_Informasi Tambahan_32022961.pdf
JSMR,20260129_JSMR_Penyampaian Prospektus,20260129_JSMR_Penyampaian Prospektus_Informasi Tambahan_32022961_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8300,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20260129_JSMR_Penyampaian Prospektus\20260129_JSMR_Penyampaian Prospektus_Informasi Tambahan_32022961_lamp2.pdf
TBIG,20260210_TBIG_Penyampaian Prospektus,20260210_TBIG_Penyampaian Prospektus_Informasi Tambahan_32026520_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8200,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20260210_TBIG_Penyampaian Prospektus\20260210_TBIG_Penyampaian Prospektus_Informasi Tambahan_32026520_lamp1.pdf
